"행정구역","2019년01월_남_총인구수","2019년01월_남_연령구간인구수","2019년01월_남_0~9세","2019년01월_남_10~19세","2019년01월_남_20~29세","2019년01월_남_30~39세","2019년01월_남_40~49세","2019년01월_남_50~59세","2019년01월_남_60~69세","2019년01월_남_70~79세","2019년01월_남_80~89세","2019년01월_남_90~99세","2019년01월_남_100세 이상","2019년01월_여_총인구수","2019년01월_여_연령구간인구수","2019년01월_여_0~9세","2019년01월_여_10~19세","2019년01월_여_20~29세","2019년01월_여_30~39세","2019년01월_여_40~49세","2019년01월_여_50~59세","2019년01월_여_60~69세","2019년01월_여_70~79세","2019년01월_여_80~89세","2019년01월_여_90~99세","2019년01월_여_100세 이상"
"경기도 고양시 덕양구 (4128100000)","223,168","223,168","19,625","22,170","31,081","31,804","38,927","39,270","23,101","12,255","4,470","421","44","226,843","226,843","18,614","20,956","29,090","31,443","38,497","38,983","23,625","16,307","7,938","1,254","136"
"경기도 고양시 덕양구 주교동(4128151000)","8,421","8,421","423","822","1,274","943","1,350","1,810","1,056","527","193","21","2","7,927","7,927","340","690","1,054","730","1,274","1,631","1,036","748","377","43","4"
"경기도 고양시 덕양구 원신동(4128152000)","11,757","11,757","1,790","849","1,306","2,247","2,064","1,600","1,141","583","161","15","1","12,599","12,599","1,734","944","1,302","2,483","1,976","1,918","1,262","636","296","44","4"
"경기도 고양시 덕양구 흥도동(4128153000)","20,886","20,886","2,953","1,787","2,385","4,034","3,988","2,708","1,806","940","272","13","0","21,715","21,715","2,951","1,771","2,441","4,364","3,606","2,953","1,952","1,091","497","84","5"
"경기도 고양시 덕양구 성사1동(4128154000)","11,427","11,427","848","1,124","1,620","1,403","2,048","2,196","1,252","645","264","26","1","11,617","11,617","791","1,004","1,494","1,402","1,951","2,108","1,399","930","451","77","10"
"경기도 고양시 덕양구 성사2동(4128155000)","5,868","5,868","405","636","824","765","934","1,033","686","402","170","12","1","6,206","6,206","396","594","711","758","1,015","1,121","701","567","305","37","1"
"경기도 고양시 덕양구 효자동(4128156000)","1,338","1,338","111","82","156","199","196","223","187","118","39","20","7","1,235","1,235","102","69","140","185","165","197","172","123","60","15","7"
"경기도 고양시 덕양구 삼송동(4128157500)","9,886","9,886","1,102","649","1,232","1,937","1,591","1,438","1,078","651","192","12","4","10,330","10,330","1,075","627","1,267","1,875","1,494","1,600","1,204","773","342","65","8"
"경기도 고양시 덕양구 창릉동(4128158000)","7,575","7,575","943","670","809","1,301","1,380","1,119","810","402","126","14","1","7,386","7,386","829","625","832","1,363","1,221","1,043","788","443","190","43","9"
"경기도 고양시 덕양구 고양동(4128159000)","15,979","15,979","1,405","1,809","1,931","1,995","2,998","2,607","1,769","1,060","365","36","4","15,835","15,835","1,329","1,673","1,662","1,965","2,831","2,398","1,981","1,342","554","91","9"
"경기도 고양시 덕양구 관산동(4128160000)","18,612","18,612","1,263","1,646","2,399","2,446","3,174","3,476","2,453","1,312","396","41","6","17,922","17,922","1,202","1,470","2,025","2,192","2,715","3,368","2,433","1,630","721","140","26"
"경기도 고양시 덕양구 능곡동(4128161000)","8,530","8,530","616","777","1,211","1,025","1,337","1,717","1,068","588","176","13","2","8,112","8,112","499","662","1,042","966","1,287","1,617","990","680","297","62","10"
"경기도 고양시 덕양구 화정1동(4128162100)","19,361","19,361","1,267","2,210","3,268","2,306","3,227","3,738","1,764","1,017","516","45","3","20,465","20,465","1,208","2,079","3,283","2,309","3,643","3,753","1,790","1,507","778","106","9"
"경기도 고양시 덕양구 화정2동(4128162200)","16,671","16,671","1,565","2,197","2,361","2,162","3,306","2,777","1,275","691","312","25","0","17,713","17,713","1,538","2,057","2,296","2,403","3,652","2,834","1,285","1,026","552","69","1"
"경기도 고양시 덕양구 행주동(4128163000)","10,780","10,780","517","814","1,714","1,488","1,723","2,335","1,308","650","218","12","1","10,143","10,143","482","752","1,493","1,154","1,528","2,052","1,297","866","451","63","5"
"경기도 고양시 덕양구 행신1동(4128164000)","11,378","11,378","912","1,229","1,682","1,582","1,964","2,085","1,156","540","206","21","1","12,038","12,038","881","1,205","1,657","1,509","2,107","2,220","1,164","835","388","68","4"
"경기도 고양시 덕양구 행신2동(4128165000)","16,729","16,729","1,395","1,723","2,687","2,641","2,745","2,986","1,489","743","283","35","2","17,176","17,176","1,305","1,661","2,510","2,598","2,949","2,993","1,393","1,101","591","69","6"
"경기도 고양시 덕양구 행신3동(4128165500)","23,431","23,431","1,797","2,858","3,642","2,706","4,226","4,561","2,126","1,025","446","43","1","24,688","24,688","1,695","2,796","3,446","2,716","4,638","4,559","2,202","1,603","896","133","4"
"경기도 고양시 덕양구 화전동(4128166000)","3,171","3,171","265","209","432","461","459","544","433","251","99","13","5","2,669","2,669","209","212","312","357","319","410","403","272","133","31","11"
"경기도 고양시 덕양구 대덕동(4128167000)","1,368","1,368","48","79","148","163","217","317","244","110","36","4","2","1,067","1,067","48","65","123","114","126","208","173","134","59","14","3"
"경기도 고양시 일산동구 (4128500000)","144,306","144,306","11,396","16,638","22,339","18,825","25,692","26,466","13,657","6,246","2,734","296","17","151,861","151,861","10,767","15,536","22,130","20,358","28,507","26,885","13,289","8,566","4,991","800","32"
"경기도 고양시 일산동구 식사동(4128551000)","16,730","16,730","1,917","2,408","2,295","1,727","3,389","2,966","1,293","504","206","25","0","17,520","17,520","1,796","2,316","2,315","2,247","3,799","2,725","1,160","738","372","50","2"
"경기도 고양시 일산동구 중산동(4128552000)","23,504","23,504","1,927","2,748","3,831","2,839","3,809","4,418","2,295","1,073","503","58","3","24,815","24,815","1,761","2,441","3,541","2,978","4,355","4,772","2,335","1,538","928","160","6"
"경기도 고양시 일산동구 정발산동(4128553000)","12,259","12,259","826","1,335","2,156","1,638","1,986","2,219","1,243","601","221","31","3","13,179","13,179","796","1,268","2,125","1,609","2,297","2,461","1,332","776","441","71","3"
"경기도 고양시 일산동구 풍산동(4128554000)","19,217","19,217","1,885","2,556","2,723","2,418","3,491","3,260","1,715","796","343","29","1","20,562","20,562","1,786","2,430","2,631","2,687","3,947","3,408","1,805","1,153","613","98","4"
"경기도 고양시 일산동구 백석1동(4128555100)","15,447","15,447","1,216","1,716","2,538","2,418","2,645","2,694","1,367","569","262","21","1","16,817","16,817","1,144","1,632","2,639","2,506","3,140","3,005","1,403","850","422","72","4"
"경기도 고양시 일산동구 백석2동(4128555200)","10,433","10,433","539","842","1,610","1,852","2,052","1,882","990","464","177","25","0","11,147","11,147","523","752","1,808","1,976","2,088","1,888","962","686","407","53","4"
"경기도 고양시 일산동구 마두1동(4128556000)","12,352","12,352","832","1,880","2,021","1,084","2,133","2,491","1,130","504","250","24","3","13,170","13,170","807","1,745","2,075","1,288","2,576","2,446","1,052","666","441","69","5"
"경기도 고양시 일산동구 마두2동(4128557000)","8,017","8,017","701","1,208","1,193","682","1,446","1,517","675","345","223","25","2","8,961","8,961","666","1,185","1,183","950","1,797","1,557","652","507","411","53","0"
"경기도 고양시 일산동구 장항1동(4128558000)","1,895","1,895","97","90","200","203","296","462","343","161","36","6","1","1,475","1,475","80","102","154","199","174","315","253","128","52","16","2"
"경기도 고양시 일산동구 장항2동(4128559000)","12,922","12,922","696","935","2,228","2,369","2,516","2,273","1,072","507","290","35","1","13,636","13,636","696","883","2,360","2,565","2,723","2,212","990","723","428","55","1"
"경기도 고양시 일산동구 고봉동(4128560000)","11,530","11,530","760","920","1,544","1,595","1,929","2,284","1,534","722","223","17","2","10,579","10,579","712","782","1,299","1,353","1,611","2,096","1,345","801","476","103","1"
"경기도 고양시 일산서구 (4128700000)","144,749","144,749","12,504","18,852","21,672","17,227","25,841","26,329","12,856","6,233","2,954","269","12","153,070","153,070","11,951","17,991","20,534","18,824","29,389","26,743","12,562","9,079","5,219","746","32"
"경기도 고양시 일산서구 일산1동(4128751000)","14,103","14,103","1,226","1,613","2,138","1,754","2,440","2,555","1,351","713","285","27","1","14,844","14,844","1,205","1,559","2,025","1,818","2,638","2,714","1,342","1,011","449","75","8"
"경기도 고양시 일산서구 일산2동(4128752000)","9,820","9,820","594","983","1,544","1,093","1,504","2,184","1,162","520","217","19","0","10,087","10,087","631","853","1,457","1,102","1,622","2,160","1,096","718","392","52","4"
"경기도 고양시 일산서구 일산3동(4128753000)","18,205","18,205","1,506","3,278","2,662","1,649","3,605","3,264","1,389","528","294","30","0","19,256","19,256","1,424","3,067","2,516","1,976","4,391","3,283","1,231","779","502","82","5"
"경기도 고양시 일산서구 탄현동(4128754000)","25,816","25,816","2,707","3,154","3,861","3,650","4,720","4,574","1,805","887","423","35","0","26,939","26,939","2,445","3,068","3,705","3,908","5,174","4,512","1,820","1,386","803","114","4"
"경기도 고양시 일산서구 주엽1동(4128755000)","13,791","13,791","1,151","1,869","2,008","1,582","2,394","2,393","1,268","668","412","45","1","15,384","15,384","1,167","1,801","1,843","1,855","2,943","2,591","1,268","1,071","748","95","2"
"경기도 고양시 일산서구 주엽2동(4128756000)","14,373","14,373","1,185","1,847","2,014","1,717","2,450","2,533","1,373","740","456","54","4","16,190","16,190","1,117","1,797","2,020","1,836","3,003","2,781","1,384","1,273","865","111","3"
"경기도 고양시 일산서구 대화동(4128757000)","14,995","14,995","888","1,595","2,789","2,134","2,324","2,788","1,445","705","304","21","2","16,078","16,078","856","1,425","2,921","2,111","2,720","2,980","1,496","957","531","78","3"
"경기도 고양시 일산서구 송포동(4128758000)","8,863","8,863","705","1,227","1,337","844","1,526","1,693","873","457","192","9","0","8,946","8,946","671","1,131","1,114","968","1,758","1,608","829","545","285","37","0"
"경기도 고양시 일산서구 송산동(4128759000)","24,783","24,783","2,542","3,286","3,319","2,804","4,878","4,345","2,190","1,015","371","29","4","25,346","25,346","2,435","3,290","2,933","3,250","5,140","4,114","2,096","1,339","644","102","3"
"경기도 과천시 (4129000000)","28,470","28,470","2,352","3,495","4,256","3,708","4,459","5,026","3,039","1,474","579","75","7","29,725","29,725","2,155","3,188","3,803","3,720","5,030","5,326","3,182","1,942","1,092","248","39"
"경기도 과천시 중앙동(4129051000)","3,222","3,222","237","343","569","348","398","603","422","191","95","14","2","3,495","3,495","169","352","512","368","502","695","416","251","163","55","12"
"경기도 과천시 갈현동(4129052000)","5,305","5,305","589","803","646","586","1,026","878","463","224","82","7","1","5,616","5,616","608","743","604","739","1,116","871","451","316","134","30","4"
"경기도 과천시 별양동(4129053000)","5,192","5,192","314","736","892","523","709","1,064","549","247","134","22","2","5,760","5,760","320","628","854","601","953","1,104","605","368","268","51","8"
"경기도 과천시 부림동(4129054000)","5,771","5,771","471","725","915","796","840","1,077","581","243","112","11","0","5,915","5,915","389","660","788","745","997","1,149","560","343","234","46","4"
"경기도 과천시 과천동(4129055000)","5,007","5,007","356","374","723","947","778","777","616","343","82","11","0","4,673","4,673","353","311","602","729","690","833","634","345","145","28","3"
"경기도 과천시 문원동(4129056000)","3,973","3,973","385","514","511","508","708","627","408","226","74","10","2","4,266","4,266","316","494","443","538","772","674","516","319","148","38","8"
"경기도 구리시 (4131000000)","100,867","100,867","9,010","10,504","14,462","14,642","17,114","18,025","10,528","4,936","1,489","135","22","102,314","102,314","8,463","9,895","13,679","14,569","17,641","18,108","10,584","6,174","2,731","424","46"
"경기도 구리시 갈매동(4131051000)","15,023","15,023","2,474","1,032","1,631","3,333","2,505","1,934","1,389","597","111","16","1","15,378","15,378","2,329","1,071","1,672","3,493","2,292","2,188","1,402","606","267","56","2"
"경기도 구리시 동구동(4131052000)","19,598","19,598","1,755","2,449","2,992","2,518","3,341","3,572","1,839","804","307","19","2","20,156","20,156","1,628","2,247","2,788","2,584","3,745","3,663","1,759","1,139","531","67","5"
"경기도 구리시 인창동(4131053000)","11,929","11,929","1,052","1,349","1,735","1,578","2,068","2,186","1,132","621","180","25","3","12,325","12,325","973","1,237","1,719","1,681","2,185","2,184","1,179","787","335","41","4"
"경기도 구리시 교문1동(4131054100)","8,671","8,671","451","655","1,262","1,233","1,409","1,774","1,099","590","169","20","9","8,306","8,306","434","654","1,114","1,050","1,256","1,625","1,134","688","283","53","15"
"경기도 구리시 교문2동(4131054200)","11,309","11,309","961","1,620","1,598","1,299","2,043","1,947","1,136","521","176","8","0","11,963","11,963","951","1,541","1,524","1,446","2,370","2,000","1,172","629","289","36","5"
"경기도 구리시 수택1동(4131057000)","10,298","10,298","570","860","1,602","1,436","1,540","2,128","1,380","587","171","22","2","10,317","10,317","512","822","1,554","1,229","1,583","2,137","1,329","766","324","57","4"
"경기도 구리시 수택2동(4131058000)","12,511","12,511","738","1,168","2,042","1,661","2,007","2,440","1,520","712","206","13","4","12,501","12,501","690","1,085","1,849","1,474","1,920","2,456","1,622","906","425","67","7"
"경기도 구리시 수택3동(4131059000)","11,528","11,528","1,009","1,371","1,600","1,584","2,201","2,044","1,033","504","169","12","1","11,368","11,368","946","1,238","1,459","1,612","2,290","1,855","987","653","277","47","4"
